850,1e-4
848.2,240.94
843.8,433.76
837.94,674.81
833.53,915.75
829.14,1060.4
824.73,1301.4
818.87,1590.6
808.6,1976.3
801.27,2265.6
795.4,2554.7
788.07,2892.1
779.28,3181.5
769.03,3471
758.76,3904.8
741.17,4579.9
725.06,4966
714.81,5255.5
697.26,5449.2
679.67,6027.9
665.01,6606.5
644.49,7377.9
625.44,8053.1
607.85,8728.1
597.58,9161.9
587.33,9499.5
579.98,9981.3
571.16,10608
543.26,12198
522.7,13450
505.1,14318
493.36,14896
475.76,15668
456.69,16535
440.55,17403
428.81,17981
417.09,18319
408.29,18656
398.04,18898
384.87,19139
374.64,19236
362.92,19478
352.68,19719
342.47,19479
330.81,19047
308.94,18374
297.28,17990
278.33,17414
260.83,16982
240.42,16358
221.42,16359
203.88,16408
193.66,16361
187.85,15880
179.13,15351
177.69,15014
164.55,14823
155.8,14631
148.52,14343
138.34,13718
129.61,13189
126.75,12419
118.03,11842
116.67,10639
110.98,8762.2
102.35,7030.2
98.113,5201.6
89.477,3565.8
86.648,2411
82.385,919.27
10.848,57.875
